排出年,特定排出者コード,事業者・事業所名,区分,業種,所在地,温室効果ガス算定排出量(tCO2)
year,code,name,type,sector,location,tCO2
2021,400124608,フルハシＥＰＯ株式会社,特定事業所排出者,木材・木製品製造業（家具を除く）,愛知県名古屋市,4000
2021,985525406,東邦化学工業株式会社,特定荷主,化学工業,東京都中央区,3976
2021,280029943,株式会社山梨中央銀行,特定事業所排出者,銀行業,山梨県甲府市,3960
2021,985655705,日本信号株式会社,特定事業所排出者,情報通信機械器具製造業,東京都千代田区,3936
2021,270085439,株式会社朝日ラバー,特定事業所排出者,ゴム製品製造業,埼玉県さいたま市,3919
2021,500182300,アイフル株式会社,特定事業所排出者,貸金業，クレジットカード業等非預金信用機関,京都府京都市,3916
2021,988389818,株式会社早稲田アカデミー,特定事業所排出者,その他の教育，学習支援業,東京都豊島区,3912
2021,400061713,新東工業株式会社,特定荷主,生産用機械器具製造業,愛知県豊川市,3880
2021,220026233,株式会社東和銀行,特定事業所排出者,銀行業,群馬県前橋市,3876
2021,985661103,日本精蝋株式会社,特定荷主,石油製品・石炭製品製造業,山口県周南市,3875
2021,201253936,株式会社ファンケル,特定事業所排出者,化学工業,神奈川県横浜市,3856
2021,200662871,株式会社ゼンショーホールディングス,特定事業所排出者,食料品製造業,東京都港区,3840
2021,580017431,イオン株式会社,特定事業所排出者,各種商品小売業,千葉県千葉市,3831
2021,515058252,株式会社カクヤス,特定貨物輸送事業者,飲食料品小売業,東京都北区,3820
2021,203001858,ＳＦＰホールディングス株式会社,特定事業所排出者,飲食店,神奈川県川崎市,3806
2021,380090293,高松機械工業株式会社,特定事業所排出者,生産用機械器具製造業,石川県白山市,3765
2021,450019441,ムトー精工株式会社,特定事業所排出者,プラスチック製品製造業（別掲を除く）,岐阜県各務原市,3762
2021,200261620,古河電池株式会社,特定荷主,電気機械器具製造業,神奈川県横浜市,3737
2021,160021319,株式会社山形銀行,特定事業所排出者,銀行業,山形県山形市,3727
2021,983134075,株式会社魚力,特定事業所排出者,飲食料品小売業,東京都立川市,3718
2021,985801607,株式会社クレディセゾン,特定事業所排出者,貸金業，クレジットカード業等非預金信用機関,東京都豊島区,3710
2021,985832720,山一電機株式会社,特定事業所排出者,電子部品・デバイス・電子回路製造業,東京都大田区,3696
2021,985741607,株式会社フジクラ,特定荷主,非鉄金属製造業,東京都江東区,3691
2021,400996871,株式会社ダイセキ環境ソリューション,特定事業所排出者,廃棄物処理業,愛知県名古屋市,3681
2021,400093421,東陽倉庫株式会社,特定事業所排出者,倉庫業,愛知県名古屋市,3678
2021,600019994,中国塗料株式会社,特定荷主,化学工業,広島県大竹市,3661
2021,985762859,前澤工業株式会社,特定事業所排出者,はん用機械器具製造業,埼玉県川口市,3657
2021,510301422,ＤＭＧ森精機株式会社,特定事業所排出者,生産用機械器具製造業,東京都江東区,3631
2021,985336605,株式会社ジャムコ,特定事業所排出者,輸送用機械器具製造業,東京都立川市,3626
2021,985682801,日本坩堝株式会社,特定事業所排出者,窯業・土石製品製造業,東京都渋谷区,3626
2021,400098876,ナトコ株式会社,特定事業所排出者,化学工業,愛知県みよし市,3617
2021,981671059,株式会社バロックジャパンリミテッド,特定事業所排出者,織物・衣服・身の回り品小売業,東京都目黒区,3607
2021,580043459,株式会社オートバックスセブン,特定事業所排出者,各種商品卸売業,東京都江東区,3602
2021,985850808,養命酒製造株式会社,特定事業所排出者,飲料・たばこ・飼料製造業,東京都渋谷区,3597
2021,982827299,株式会社ナガセ,特定事業所排出者,その他の教育，学習支援業,東京都武蔵野市,3580
2021,200301716,油研工業株式会社,特定事業所排出者,はん用機械器具製造業,神奈川県綾瀬市,3578
2021,420192632,株式会社ＡＦＣ－ＨＤアムスライフサイエンス,特定事業所排出者,食料品製造業,静岡県静岡市,3565
2021,380115768,株式会社ハチバン,特定事業所排出者,食料品製造業,石川県金沢市,3516
2021,600019994,中国塗料株式会社,特定事業所排出者,化学工業,東京都千代田区,3514
2021,270297922,株式会社アイダ設計,特定事業所排出者,不動産取引業,埼玉県さいたま市,3503
2021,500010001,株式会社中央倉庫,特定事業所排出者,倉庫業,京都府京都市,3502
2021,985405005,高砂熱学工業株式会社,特定事業所排出者,設備工事業,東京都新宿区,3498
2021,250307262,株式会社筑波銀行,特定事業所排出者,銀行業,茨城県つくば市,3453
2021,270056992,イーグル工業株式会社,特定荷主,金属製品製造業,東京都港区,3450
2021,380061157,福島印刷株式会社,特定事業所排出者,印刷・同関連業,石川県金沢市,3447
2021,500026815,株式会社ＳＣＲＥＥＮホールディングス,特定事業所排出者,生産用機械器具製造業,京都府京都市,3421
2021,430012317,ＡＳＴＩ株式会社,特定事業所排出者,電気機械器具製造業,静岡県浜松市,3401
2021,800013163,玉屋リネンサービス株式会社,特定事業所排出者,洗濯・理容・美容・浴場業,福岡県福岡市,3396
2021,580006221,小林製薬株式会社,特定事業所排出者,化学工業,大阪府大阪市,3395
2021,580440047,株式会社プラザクリエイト,特定事業所排出者,その他の生活関連サービス業,東京都中央区,3339
2021,200222292,帝国通信工業株式会社,特定事業所排出者,電子部品・デバイス・電子回路製造業,神奈川県川崎市,3328
2021,985545301,株式会社ティラド,特定荷主,輸送用機械器具製造業,東京都渋谷区,3312
2021,985197806,高周波熱錬株式会社,特定荷主,金属製品製造業,東京都品川区,3310
2021,400225281,キムラユニティー株式会社,特定事業所排出者,倉庫業,愛知県名古屋市,3307
2021,580715256,株式会社フレンドリー,特定事業所排出者,飲食店,大阪府大東市,3299
2021,810283832,株式会社リーガロイヤルホテル小倉,特定事業所排出者,宿泊業,福岡県北九州市,3283
2021,580005529,株式会社栗本鐵工所,特定荷主,鉄鋼業,大阪府大阪市,3278
2021,985161269,株式会社アイネス,特定事業所排出者,情報サービス業,神奈川県横浜市,3264
2021,800035751,株式会社富士ピー・エス,特定荷主,窯業・土石製品製造業,福岡県福岡市,3248
2021,400354644,朝日インテック株式会社,特定事業所排出者,業務用機械器具製造業,愛知県瀬戸市,3233
2021,200582009,株式会社文教堂グループホールディングス,特定事業所排出者,その他の小売業,神奈川県川崎市,3220
2021,840203313,タカノフーズ九州株式会社,特定事業所排出者,食料品製造業,佐賀県神埼市,3220
2021,580336002,日清食品ホールディングス株式会社,特定事業所排出者,食料品製造業,東京都新宿区,3207
2021,400099505,トランコム株式会社,特定事業所排出者,道路貨物運送業,愛知県名古屋市,3197
2021,580083230,ユシロ化学工業株式会社,特定事業所排出者,石油製品・石炭製品製造業,東京都大田区,3195
2021,580364151,新コスモス電機株式会社,特定事業所排出者,情報通信機械器具製造業,大阪府大阪市,3195
2021,200391141,ユー・エム・シー・エレクトロニクス株式会社,特定事業所排出者,電子部品・デバイス・電子回路製造業,埼玉県上尾市,3175
2021,985694202,株式会社長谷工コーポレーション,特定事業所排出者,総合工事業,東京都港区,3148
2021,981049627,株式会社銀座ルノアール,特定事業所排出者,飲食店,東京都中野区,3145
2021,530025837,株式会社ジャパンエンジンコーポレーション,特定事業所排出者,輸送用機械器具製造業,兵庫県明石市,3125
2021,985210944,株式会社サトー,特定事業所排出者,業務用機械器具製造業,東京都港区,3108
2021,985691309,能美防災株式会社,特定事業所排出者,情報通信機械器具製造業,東京都千代田区,3078
2021,380010121,オリエンタルチエン工業株式会社,特定事業所排出者,はん用機械器具製造業,石川県白山市,3075
2021,985785700,三井住友建設株式会社,特定事業所排出者,総合工事業,東京都中央区,3061
2021,986328573,株式会社三井住友フィナンシャルグループ,特定事業所排出者,補助的金融業等,東京都千代田区,3061
2021,500002143,野崎印刷紙業株式会社,特定事業所排出者,印刷・同関連業,京都府京都市,3059
2021,985482004,株式会社トプコン,特定事業所排出者,業務用機械器具製造業,東京都板橋区,3036
2021,985081702,株式会社オリジン,特定事業所排出者,電子部品・デバイス・電子回路製造業,埼玉県さいたま市,3020
2021,580000952,荒川化学工業株式会社,特定荷主,化学工業,大阪府大阪市,3011
2021,200224457,東京応化工業株式会社,特定荷主,化学工業,神奈川県川崎市,2990
2021,10038807,株式会社ジャックス,特定事業所排出者,貸金業，クレジットカード業等非預金信用機関,東京都渋谷区,2967
2021,460036534,カネソウ株式会社,特定事業所排出者,金属製品製造業,三重県朝日町,2939
2021,984013913,株式会社タカキュー,特定事業所排出者,織物・衣服・身の回り品小売業,東京都板橋区,2926
2021,982840281,株式会社ユニバーサルエンターテインメント,特定事業所排出者,業務用機械器具製造業,東京都江東区,2918
2021,580293756,コンドーテック株式会社,特定事業所排出者,その他の卸売業,大阪府大阪市,2887
2021,580406887,ナカバヤシ株式会社,特定事業所排出者,パルプ・紙・紙加工品製造業,大阪府大阪市,2867
2021,987030060,スバル興産株式会社,特定事業所排出者,不動産賃貸業・管理業,東京都渋谷区,2845
2021,800236365,アプライド株式会社,特定事業所排出者,機械器具小売業,福岡県福岡市,2803
